DEMANDANTE,Nome da Proposta/Iniciativa Estruturante,Unidade de Conservação,Observações,VALOR TOTAL ALOCADO,Valor da Iniciativa (R$),Valor Total da Iniciativa,SALDO,Nº SEI,AÇÃO DE APLICAÇÃO,CATEGORIA UC,CNUC,GR,BIOMA,UF
DIBIO,Programa Monitora,APA DE FERNANDO DE NORONHA,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.0015,GR2 - Nordeste,Área Marinha - Mata Atlântica,PE
DIBIO,Programa Monitora,PARNA MAR. DE FERNANDO DE NORONHA,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,PARNA,0000.00.0186,GR2 - Nordeste,Área Marinha - Mata Atlântica,PE
DIBIO,Programa Monitora,REBIO ATOL DAS ROCAS,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,REBIO,0000.00.0203,GR2 - Nordeste,Área Marinha - Mata Atlântica,RN
DIBIO,Programa Monitora,APA COSTA DOS CORAIS,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.0009,GR2 - Nordeste,Área Marinha - Mata Atlântica,AL/PE
DIBIO,Programa Monitora,RESEX MARINHA DA LAGOA DO JEQUIÁ,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,RESEX,0000.00.0246,GR2 - Nordeste,Área Marinha - Mata Atlântica,AL
DIBIO,Programa Monitora,RESEX CORUMBAU,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,RESEX,0000.00.0252,GR2 - Nordeste,Área Marinha - Mata Atlântica,BA
DIBIO,Programa Monitora,PARNA MARINHO DOS ABROLHOS,,330000.0,330000.0,330000.0,0.0,19874995.0,Implementação da UC,PARNA,0000.00.0185,GR2 - Nordeste,Área Marinha - Mata Atlântica,BA
DIBIO,Programa Monitora,APA COSTA DAS ALGAS,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.1912,GR4 - Sudeste,Área Marinha - Mata Atlântica,ES
DIBIO,Programa Monitora,APA DA BALEIA FRANCA,,0.0,330000.0,330000.0,330000.0,19874995.0,Implementação da UC,APA,0000.00.0006,GR5 - Sul,Área Marinha - Mata Atlântica,SC
DIBIO,Programa Monitora,RESEX DO RIO JUTAÍ,,0.0,585000.0,585000.0,585000.0,19874995.0,Implementação da UC,RESEX,0000.00.0239,GR1 - Norte,Amazônia,AM
DIBIO,Programa Monitora,ESEC DE GUARAQUEÇABA,,230000.0,230000.0,230000.0,0.0,19874995.0,Implementação da UC,ESEC,0000.00.0054,GR5 - Sul,Área Marinha - Mata Atlântica,PR
DIBIO,Programa Monitora,ESEC DE TAIAMÃ,,0.0,285000.0,285000.0,285000.0,19874995.0,Implementação da UC,ESEC,0000.00.0062,GR3 - Centro-Oeste,Pantanal,MT
DIBIO,Programa Monitora,PARNA DA CHAPADA DOS VEADEIROS,,0.0,285000.0,285000.0,285000.0,19874995.0,Implementação da UC,PARNA,0000.00.0139,GR3 - Centro-Oeste,Cerrado,GO
DIBIO,Programa Monitora,PARNA RESTINGA DE JURUBATIBA,,0.0,230000.0,230000.0,230000.0,19874995.0,Implementação da UC,PARNA,0000.00.0141,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ
DIBIO,Programa Monitora,PARNA DA SERRA DA BOCAINA,,235000.0,235000.0,235000.0,0.0,19874995.0,Implementação da UC,PARNA,0000.00.0142,GR4 - Sudeste,Área Marinha - Mata Atlântica,RJ/SP
DIBIO,Programa Monitora,PARNA DA SERRA DA CANASTRA,,0.0,385000.0,385000.0,385000.0,19874995.0,Implementação da UC,PARNA,0000.00.0144,GR4 - Sudeste,Cerrado,MG
DIBIO,Programa Monitora,PARNA DA SERRA DA CIPÓ,,0.0,485000.0,485000.0,485000.0,19874995.0,Implementação da UC,PARNA,0000.00.0148,GR4 - Sudeste,Cerrado - Mata Atlântica,MG
DIBIO,Programa Monitora,PARNA DA SERRA DOS ORGÃOS,,485000.0,485000.0,485000.0,0.0,19874995.0,Implementação da UC,PARNA,0000.00.0152,GR4 - Sudeste,Mata Atlântica,RJ
DIBIO,Programa Monitora,PARNA DO ITATIAIA,,0.0,485000.0,485000.0,485000.0,19874995.0,Implementação da UC,PARNA,0000.00.0184,GR4 - Sudeste,Mata Atlântica,MG/RJ
DIBIO,Programa Monitora,PARNA DE JERICOACOARA,,230000.0,230000.0,230000.0,0.0,19874995.0,Implementação da UC,PARNA,0000.00.0162,GR2 - Nordeste,Área Marinha - Caatinga,CE
DIBIO,Programa Monitora,PARNA DO IGUAÇU,,0.0,485000.0,485000.0,485000.0,19874995.0,Implementação da UC,PARNA,0000.00.0172,GR5 - Sul,Mata Atlântica,PR
DIBIO,Programa Monitora,PARNA DO SUPERAGUI,,0.0,485000.0,485000.0,485000.0,19874995.0,Implementação da UC,PARNA,0000.00.0178,GR5 - Sul,Área Marinha - Mata Atlântica,PR
DIBIO,Programa Monitora,REBIO DA CONTAGEM,,0.0,485000.0,485000.0,485000.0,19874995.0,Implementação da UC,REBIO,0000.00.0192,GR3 - Centro-Oeste,Cerrado,DF
DIBIO,Programa Monitora,REBIO DE COMBOIOS,,230000.0,230000.0,230000.0,0.0,19874995.0,Implementação da UC,REBIO,0000.00.0195,GR4 - Sudeste,Área Marinha - Mata Atlântica,ES
DIBIO,Programa Monitora,REBIO DE SANTA ISABEL,,230000.0,230000.0,230000.0,0.0,19874995.0,Implementação da UC,REBIO,0000.00.0199,GR2 - Nordeste,Área Marinha - Mata Atlântica,SE
DIBIO,Programa Monitora,RESEX MARINHA CAETÉTAPERAÇU,,0.0,230000.0,230000.0,230000.0,19874995.0,Implementação da UC,RESEX,0000.00.0248,GR1 - Norte,Amazônia - Área Marinha,PA
DIBIO,Programa Monitora,REVIS VEREDAS DO OESTE BAIANO,,0.0,485000.0,485000.0,485000.0,19874995.0,Implementação da UC,REVIS,0000.00.0219,GR3 - Centro-Oeste,Cerrado,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX LAGO DO CUNIÃ,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,RESEX,0000.00.0233,GR1 - Norte,Amazônia,RO
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DO PICO DA NEBLINA,,0.0,720000.0,720000.0,720000.0,19864575.0,Implementação da UC,PARNA,0000.00.0177,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX BAIXO RIO BRANCO-JAUAPERI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.3693,GR1 - Norte,Amazônia,AM/RO
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX EXTREMO NORTE DO TOCANTINS,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0240,GR2 - Nordeste,Amazônia,TO
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA CARSTE DA LAGOA SANTA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,APA,0000.00.0020,GR4 - Sudeste,Cerrado,MG
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DA SERRA DA CIPÓ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,PARNA,0000.00.0148,GR4 - Sudeste,Cerrado - Mata Atlântica,MG
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA MORRO DA PEDREIRA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,APA,0000.00.0027,GR4 - Sudeste,Cerrado - Mata Atlântica,MG
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,REVIS DE SANTA CRUZ,,180000.0,180000.0,180000.0,0.0,19864575.0,Implementação da UC,REVIS,0000.00.1911,GR4 - Sudeste,Área Marinha - Mata Atlântica,ES
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA COSTA DAS ALGAS,,0.0,180000.0,180000.0,180000.0,19864575.0,Implementação da UC,APA,0000.00.1912,GR4 - Sudeste,Área Marinha - Mata Atlântica,ES
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MARINHA TRACUATEUA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0250,GR1 - Norte,Amazônia - Área Marinha,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MARINHA ARAI-PEROBA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0247,GR1 - Norte,Amazônia - Área Marinha,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MARINHA CAETÉTAPERAÇU,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0248,GR1 - Norte,Amazônia - Área Marinha,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MARINHA DE GURUPI-PIRIÁ,,106800.0,120000.0,120000.0,13200.0,19864575.0,Implementação da UC,RESEX,0000.00.0249,GR1 - Norte,Amazônia - Área Marinha,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX GURUPÁ-MELGAÇO,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,RESEX,0000.00.0288,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE IRATI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0125,GR5 - Sul,Mata Atlântica,PR
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,REBIO DE SOORETAMA,,120000.0,120000.0,120000.0,0.0,19864575.0,Implementação da UC,REBIO,0000.00.0201,GR4 - Sudeste,Mata Atlântica,ES
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DO MONTE PASCOAL,,445000.0,445000.0,445000.0,0.0,19864575.0,Implementação da UC,PARNA,0000.00.0182,GR2 - Nordeste,Área Marinha - Mata Atlântica,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA MAR. DE FERNANDO DE NORONHA,,240000.0,240000.0,240000.0,0.0,19864575.0,Implementação da UC,PARNA,0000.00.0186,GR2 - Nordeste,Área Marinha - Mata Atlântica,PE
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA DE FERNANDO DE NORONHA,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,APA,0000.00.0015,GR2 - Nordeste,Área Marinha - Mata Atlântica,PE
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE PURUS,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0121,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX ARAPIXI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0285,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA COSTA DOS CORAIS,,0.0,916000.0,916000.0,916000.0,19864575.0,Implementação da UC,APA,0000.00.0009,GR2 - Nordeste,Área Marinha - Mata Atlântica,AL/PE
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DA CHAPADA DIAMANTINA,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,PARNA,0000.00.0137,GR2 - Nordeste,Caatinga,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA SERRA DA IBIAPABA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,APA,0000.00.0029,GR2 - Nordeste,Caatinga - Cerrado,CE/PI
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DO BOQUEIRÃO DA ONÇA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,PARNA,0000.00.3652,GR2 - Nordeste,Caatinga,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA DO BOQUEIRÃO DA ONÇA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,APA,0000.00.3655,GR2 - Nordeste,Caatinga,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RVS DA ARARINHA AZUL,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,REVIS,0000.00.3694,GR2 - Nordeste,Caatinga,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA DA ARARINHA AZUL,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,APA,0000.00.3696,GR2 - Nordeste,Caatinga,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DO MONTE RORAIMA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,PARNA,0000.00.0174,GR1 - Norte,Amazônia,RR
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE BALATA-TUFARI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0085,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE HUMAITÁ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0092,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MARINHA PIRAJUBAÉ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0255,GR5 - Sul,Área Marinha - Mata Atlântica,SC
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DE APARADOS DA SERRA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,PARNA,0000.00.0158,GR5 - Sul,Mata Atlântica,RS/SC
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DA SERRA GERAL,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,PARNA,0000.00.0153,GR5 - Sul,Mata Atlântica,RS/SC
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX DO MéDIO PURúS,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,RESEX,0000.00.1606,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX ITUXí,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,RESEX,0000.00.1628,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX ALTO TARAUACÁ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0274,GR1 - Norte,Amazônia,AC
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE SANTA ROSA DO PURUS,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0107,GR1 - Norte,Amazônia,AC
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA DO PLANALTO CENTRAL,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,APA,0000.00.0023,GR3 - Centro-Oeste,Cerrado,DF/GO
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,ARIE PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,ARIE,0000.00.0043,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MARINHA DE SOURE,,0.0,360000.0,360000.0,360000.0,19864575.0,Implementação da UC,RESEX,0000.00.0254,GR1 - Norte,Amazônia - Área Marinha,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX CHICO MENDES,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0222,GR1 - Norte,Amazônia,AC
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DO IQUIRI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.1612,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE PAU-ROSA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0104,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE CAXIUANÃ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0089,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE SARACÁ-TAQUERA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0109,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,REBIO DO RIO TROMBETAS,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,REBIO,0000.00.0210,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX VERDE PARA SEMPRE,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0260,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX RENASCER,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.1810,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE AMAPÁ,,0.0,240000.0,240000.0,240000.0,19864575.0,Implementação da UC,FLONA,0000.00.0113,GR1 - Norte,Amazônia,AP
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX DO RIO UNINI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0283,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX DO LAGO DO CAPANÃ GRANDE,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0242,GR1 - Norte,Amazônia,AM
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,REBIO DO LAGO PIRATUBA,,120000.0,120000.0,120000.0,0.0,19864575.0,Implementação da UC,REBIO,0000.00.0209,GR1 - Norte,Amazônia - Área Marinha,AP
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DO JAMANXIM,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0266,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA DO TAPAJÓS,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,APA,0000.00.0268,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX RIOZINHO DO ANFRÍSIO,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0258,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX IPAÚ-ANILZINHO,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0241,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE CAXIUANÃ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0089,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE SARACÁ-TAQUERA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0109,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE JACUNDÁ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0097,GR1 - Norte,Amazônia,RO
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,ESEC DE CUNIÃ,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,ESEC,0000.00.0053,GR1 - Norte,Amazônia,AM/RO
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE ITAITUBA II,,0.0,360000.0,360000.0,360000.0,19864575.0,Implementação da UC,FLONA,0000.00.0096,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DO CREPORI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,FLONA,0000.00.0270,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DO JAMANXIM,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,PARNA,0000.00.0267,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DOS LENÇOIS MARANHENSES,,1725000.0,1725000.0,1725000.0,0.0,19864575.0,Implementação da UC,PARNA,0000.00.0180,GR2 - Nordeste,Amazônia - Área Marinha - Cerrado,MA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,REBIO DA MATA ESCURA,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,REBIO,0000.00.0193,GR4 - Sudeste,Mata Atlântica,MG
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DO ALTO CARIRI,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,PARNA,0000.00.1910,GR2 - Nordeste,Mata Atlântica,BA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,PARNA DE JERICOACOARA,,960000.0,960000.0,960000.0,0.0,19864575.0,Implementação da UC,PARNA,0000.00.0162,GR2 - Nordeste,Área Marinha - Caatinga,CE
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,FLONA DE TAPAJÓS,,0.0,480000.0,480000.0,480000.0,19864575.0,Implementação da UC,FLONA,0000.00.0123,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX TAPAJÓS ARAPIUNS,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,RESEX,0000.00.0259,GR1 - Norte,Amazônia,PA
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,APA DE CANANÉIA-IGUAPÉ-PERUÍBE,,0.0,120000.0,120000.0,120000.0,19864575.0,Implementação da UC,APA,0000.00.0014,GR4 - Sudeste,Área Marinha - Mata Atlântica,SP
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MANDIRA,,120000.0,120000.0,120000.0,0.0,19864575.0,Implementação da UC,RESEX,0000.00.0234,GR4 - Sudeste,Mata Atlântica,SP
DISAT,Fortalecendo a participação social nas ações de gestão socioambiental nas UCs federais,RESEX MANDIRA,,120000.0,120000.0,120000.0,0.0,19864575.0,Implementação da UC,RESEX,0000.00.0234,GR4 - Sudeste,Mata Atlântica,SP
